time,neg60pA,neg30pA,0pA,30pA,60pA,90pA,120pA,150pA,180pA,210pA,240pA
1.0747,-0.068572,-0.066885,-0.063807,-0.060404,-0.057023,-0.053094,-0.049529,-0.046589,-0.04526,-0.053649,-0.043263
1.0748,-0.068551,-0.066864,-0.063816,-0.060394,-0.057005,-0.053094,-0.04951,-0.046604,-0.045263,-0.053689,-0.043242
1.0748,-0.068526,-0.066827,-0.063843,-0.060385,-0.057005,-0.053097,-0.049474,-0.046635,-0.045266,-0.053741,-0.043239
1.0749,-0.068502,-0.066821,-0.063862,-0.060379,-0.057001,-0.053082,-0.049464,-0.046656,-0.045293,-0.053784,-0.043239
1.0749,-0.068474,-0.066827,-0.063853,-0.060382,-0.057001,-0.053076,-0.049468,-0.046656,-0.045293,-0.05383,-0.043245
1.075,-0.068447,-0.066839,-0.063843,-0.060376,-0.057008,-0.053066,-0.049464,-0.04662,-0.0453,-0.053878,-0.043224
1.075,-0.068444,-0.066833,-0.063843,-0.060376,-0.057008,-0.053082,-0.049443,-0.046589,-0.045296,-0.053927,-0.043196
1.0751,-0.068429,-0.066824,-0.063843,-0.060364,-0.05702,-0.053091,-0.049437,-0.046574,-0.045293,-0.053946,-0.043184
1.0751,-0.068407,-0.066818,-0.063843,-0.060373,-0.057038,-0.053091,-0.049443,-0.046549,-0.045263,-0.05397,-0.043172
1.0752,-0.068389,-0.066827,-0.063853,-0.060379,-0.057047,-0.053097,-0.049471,-0.046525,-0.045223,-0.053979,-0.043184
1.0752,-0.068371,-0.066839,-0.063853,-0.060361,-0.057041,-0.053097,-0.049489,-0.046501,-0.045181,-0.053988,-0.043199
1.0753,-0.068349,-0.066845,-0.063843,-0.060352,-0.057017,-0.053103,-0.049513,-0.046473,-0.045165,-0.054022,-0.043208
1.0753,-0.068349,-0.066839,-0.063853,-0.06033,-0.057014,-0.053109,-0.049522,-0.04647,-0.045162,-0.054037,-0.043205
1.0754,-0.068334,-0.066827,-0.063868,-0.060336,-0.057017,-0.053112,-0.049516,-0.046476,-0.045174,-0.054065,-0.043202
1.0754,-0.068322,-0.066815,-0.063865,-0.060355,-0.057014,-0.0531,-0.049507,-0.046473,-0.04519,-0.054098,-0.043193
1.0755,-0.068319,-0.066784,-0.063843,-0.060358,-0.05702,-0.0531,-0.049501,-0.046473,-0.045177,-0.054141,-0.04319
1.0755,-0.06831,-0.066778,-0.063849,-0.060361,-0.057023,-0.053109,-0.049486,-0.04647,-0.045174,-0.054174,-0.043172
1.0756,-0.06831,-0.066787,-0.063868,-0.060373,-0.057017,-0.053106,-0.049507,-0.046458,-0.045162,-0.054226,-0.043163
1.0756,-0.06831,-0.066803,-0.063895,-0.060373,-0.057032,-0.053106,-0.049538,-0.046464,-0.045138,-0.054251,-0.04316
1.0756,-0.068304,-0.066812,-0.063895,-0.060367,-0.057041,-0.053112,-0.04955,-0.046473,-0.045126,-0.054269,-0.043172
1.0757,-0.068294,-0.066821,-0.063892,-0.060339,-0.057056,-0.053118,-0.049553,-0.046476,-0.045135,-0.054284,-0.043175
1.0758,-0.068307,-0.066821,-0.063898,-0.060342,-0.057053,-0.053118,-0.049532,-0.046461,-0.045159,-0.054287,-0.043172
1.0758,-0.0683,-0.066839,-0.063892,-0.060342,-0.057041,-0.0531,-0.049522,-0.046455,-0.045196,-0.054333,-0.04316
1.0758,-0.068294,-0.06683,-0.063871,-0.060355,-0.057026,-0.053091,-0.049513,-0.046464,-0.045208,-0.054379,-0.043141
1.0759,-0.068258,-0.0668,-0.063843,-0.060373,-0.057026,-0.053097,-0.049498,-0.046473,-0.045223,-0.054422,-0.043129
1.076,-0.068236,-0.066775,-0.063822,-0.060382,-0.05702,-0.053118,-0.049495,-0.046449,-0.045214,-0.054443,-0.043117
1.076,-0.068221,-0.06676,-0.063819,-0.060394,-0.057029,-0.053137,-0.049501,-0.046436,-0.04519,-0.05448,-0.043111
1.076,-0.068206,-0.066742,-0.063819,-0.060416,-0.057032,-0.053146,-0.049498,-0.04643,-0.045162,-0.054507,-0.043117
1.0761,-0.068209,-0.066754,-0.063837,-0.060422,-0.057029,-0.053143,-0.049498,-0.046436,-0.04515,-0.054522,-0.043111
1.0762,-0.068197,-0.066745,-0.063853,-0.060416,-0.057011,-0.053112,-0.049516,-0.046452,-0.04515,-0.054531,-0.043099
1.0762,-0.068191,-0.066742,-0.063871,-0.060391,-0.057001,-0.053082,-0.049522,-0.046461,-0.045181,-0.054556,-0.043089
1.0762,-0.068184,-0.066757,-0.06388,-0.060367,-0.057017,-0.053054,-0.049538,-0.046461,-0.04522,-0.05458,-0.043089
1.0763,-0.068188,-0.066775,-0.063859,-0.060367,-0.057032,-0.053042,-0.049541,-0.046458,-0.045232,-0.054605,-0.043108
1.0764,-0.068178,-0.066806,-0.063843,-0.060382,-0.057035,-0.053045,-0.049538,-0.046464,-0.045235,-0.05462,-0.043132
1.0764,-0.06816,-0.066821,-0.063819,-0.060391,-0.057032,-0.053042,-0.049525,-0.046473,-0.045229,-0.054617,-0.043147
1.0764,-0.068169,-0.066803,-0.063822,-0.060397,-0.05702,-0.053066,-0.049532,-0.046473,-0.045242,-0.054623,-0.04316
1.0765,-0.068181,-0.066778,-0.063825,-0.060394,-0.057014,-0.053091,-0.049519,-0.046476,-0.045245,-0.054647,-0.043163
1.0766,-0.068184,-0.066751,-0.063828,-0.060407,-0.057005,-0.053118,-0.04951,-0.046473,-0.045238,-0.05469,-0.043147
1.0766,-0.068175,-0.066739,-0.063853,-0.060422,-0.057011,-0.053124,-0.049501,-0.046479,-0.045242,-0.054727,-0.043141
1.0767,-0.068139,-0.066739,-0.063877,-0.060425,-0.057001,-0.053115,-0.049483,-0.046473,-0.045226,-0.054727,-0.043126
1.0767,-0.068114,-0.066748,-0.063892,-0.060419,-0.057005,-0.053124,-0.049477,-0.046479,-0.045223,-0.054727,-0.043114
1.0768,-0.068099,-0.066775,-0.063892,-0.06041,-0.056998,-0.053112,-0.049474,-0.046491,-0.045226,-0.054773,-0.043111
1.0768,-0.068078,-0.066787,-0.063892,-0.060394,-0.056971,-0.053121,-0.049477,-0.046485,-0.045211,-0.054797,-0.043108
1.0769,-0.068062,-0.066787,-0.063874,-0.060385,-0.056956,-0.053121,-0.049483,-0.046479,-0.045205,-0.054815,-0.043102
1.0769,-0.068069,-0.066775,-0.063865,-0.060376,-0.056934,-0.053137,-0.049486,-0.046473,-0.045202,-0.054827,-0.043126
1.077,-0.068081,-0.066751,-0.063868,-0.060379,-0.056922,-0.053149,-0.049483,-0.046476,-0.045202,-0.054858,-0.043141
1.077,-0.068096,-0.066748,-0.06388,-0.060367,-0.05691,-0.053158,-0.049474,-0.046482,-0.045205,-0.054895,-0.043141
1.0771,-0.068105,-0.066742,-0.063892,-0.060352,-0.056907,-0.053167,-0.049458,-0.046482,-0.045214,-0.05494,-0.043132
1.0771,-0.068102,-0.066742,-0.063901,-0.060364,-0.056919,-0.053149,-0.049461,-0.046473,-0.045211,-0.05498,-0.043123
1.0772,-0.068087,-0.066754,-0.063917,-0.06037,-0.056925,-0.05314,-0.049455,-0.046473,-0.045196,-0.055004,-0.04312
1.0772,-0.068078,-0.066766,-0.06392,-0.060376,-0.056937,-0.053146,-0.049455,-0.046473,-0.045165,-0.055008,-0.043114
1.0773,-0.068056,-0.066772,-0.063926,-0.06037,-0.056947,-0.053155,-0.049443,-0.04647,-0.045135,-0.055017,-0.043111
1.0773,-0.068017,-0.066766,-0.063907,-0.060364,-0.056959,-0.053161,-0.04944,-0.046473,-0.045071,-0.05502,-0.043105
1.0774,-0.067989,-0.066766,-0.063907,-0.060358,-0.05695,-0.053158,-0.049449,-0.046473,-0.045019,-0.055032,-0.043077
1.0774,-0.067983,-0.066754,-0.063904,-0.060367,-0.056934,-0.053164,-0.049464,-0.046485,-0.044991,-0.05502,-0.043053
1.0775,-0.067974,-0.066757,-0.063901,-0.060388,-0.056925,-0.053164,-0.049461,-0.046504,-0.044994,-0.05502,-0.043053
1.0775,-0.067962,-0.06676,-0.06388,-0.060407,-0.056925,-0.053182,-0.049464,-0.046507,-0.045004,-0.055023,-0.043053
1.0776,-0.067959,-0.066775,-0.063883,-0.060425,-0.056931,-0.053182,-0.049468,-0.04651,-0.044991,-0.05502,-0.043065
1.0776,-0.067974,-0.066775,-0.063883,-0.06044,-0.056943,-0.053167,-0.049474,-0.046507,-0.044997,-0.055038,-0.043071
1.0777,-0.067983,-0.066751,-0.063898,-0.06044,-0.05695,-0.053161,-0.049455,-0.046494,-0.044994,-0.05505,-0.043077
1.0777,-0.067977,-0.066742,-0.063898,-0.06044,-0.056965,-0.053158,-0.049446,-0.046485,-0.045019,-0.055056,-0.043089
1.0777,-0.067959,-0.066742,-0.063898,-0.060443,-0.056971,-0.053149,-0.049434,-0.046491,-0.045049,-0.055072,-0.043086
1.0778,-0.067943,-0.066739,-0.06391,-0.060452,-0.056971,-0.053134,-0.04944,-0.046498,-0.045068,-0.055096,-0.043089
1.0779,-0.067925,-0.066742,-0.063917,-0.060446,-0.056977,-0.053118,-0.049446,-0.046504,-0.045065,-0.055108,-0.043077
1.0779,-0.067913,-0.06672,-0.06391,-0.060443,-0.056971,-0.053112,-0.049446,-0.046491,-0.045068,-0.055114,-0.043077
1.0779,-0.067901,-0.066708,-0.063904,-0.060431,-0.056962,-0.053118,-0.049425,-0.04647,-0.045068,-0.055105,-0.043077
1.078,-0.067913,-0.06669,-0.063914,-0.060431,-0.056959,-0.053112,-0.0494,-0.046458,-0.045077,-0.055105,-0.043083
1.0781,-0.067922,-0.066674,-0.063907,-0.060428,-0.056977,-0.053097,-0.04941,-0.046443,-0.045092,-0.055108,-0.043077
1.0781,-0.067919,-0.066668,-0.063901,-0.060419,-0.056977,-0.053091,-0.049428,-0.046427,-0.045104,-0.055124,-0.043074
1.0781,-0.067916,-0.066687,-0.063889,-0.060416,-0.056986,-0.053091,-0.049455,-0.046421,-0.045113,-0.055139,-0.043071
1.0782,-0.067913,-0.066702,-0.063874,-0.060419,-0.056983,-0.053097,-0.049471,-0.046394,-0.04511,-0.055166,-0.043083
1.0783,-0.067913,-0.066717,-0.063853,-0.06044,-0.056983,-0.053088,-0.049461,-0.046388,-0.045095,-0.055185,-0.043089
1.0783,-0.067898,-0.066729,-0.063849,-0.060443,-0.056974,-0.053091,-0.049437,-0.046412,-0.045065,-0.055194,-0.043086
1.0783,-0.067907,-0.066729,-0.063868,-0.060455,-0.056971,-0.053094,-0.049425,-0.046443,-0.045037,-0.055224,-0.043065
1.0784,-0.067922,-0.066714,-0.06388,-0.060477,-0.056986,-0.053091,-0.049419,-0.046449,-0.045034,-0.055252,-0.043047
1.0785,-0.067922,-0.066693,-0.063883,-0.06048,-0.057001,-0.053103,-0.049416,-0.046427,-0.045055,-0.055261,-0.043016
1.0785,-0.067901,-0.066674,-0.063862,-0.06048,-0.05702,-0.053103,-0.04941,-0.046415,-0.045065,-0.055249,-0.043013
1.0786,-0.067901,-0.066677,-0.063849,-0.060486,-0.057038,-0.053094,-0.049428,-0.0464,-0.045086,-0.055236,-0.043025
1.0786,-0.067895,-0.066693,-0.063837,-0.060483,-0.057047,-0.053088,-0.049428,-0.046412,-0.045089,-0.05523,-0.043044
1.0787,-0.067895,-0.066702,-0.063831,-0.060471,-0.057047,-0.053088,-0.049446,-0.046424,-0.045077,-0.055221,-0.043056
1.0787,-0.067892,-0.066723,-0.063856,-0.060474,-0.057041,-0.053097,-0.049477,-0.046436,-0.045074,-0.055236,-0.04305
1.0788,-0.067898,-0.066729,-0.06388,-0.060477,-0.057035,-0.053094,-0.049501,-0.04643,-0.045074,-0.055239,-0.043038
1.0788,-0.067919,-0.066729,-0.063889,-0.060465,-0.05705,-0.053085,-0.049516,-0.046409,-0.045071,-0.055246,-0.043019
1.0789,-0.067946,-0.066732,-0.063874,-0.060449,-0.057053,-0.053076,-0.049513,-0.046403,-0.045086,-0.055239,-0.043019
1.0789,-0.067959,-0.066726,-0.063865,-0.060446,-0.057041,-0.053091,-0.049513,-0.046409,-0.04508,-0.055243,-0.043028
1.079,-0.067956,-0.066723,-0.063862,-0.060458,-0.057035,-0.053103,-0.049501,-0.046424,-0.045061,-0.055239,-0.043044
1.079,-0.067953,-0.066729,-0.063853,-0.060452,-0.057017,-0.053115,-0.049489,-0.04643,-0.045031,-0.055239,-0.043041
1.0791,-0.067934,-0.066739,-0.063849,-0.060465,-0.05702,-0.053137,-0.049474,-0.046443,-0.045013,-0.055236,-0.043044
1.0791,-0.067898,-0.066754,-0.063849,-0.060468,-0.057026,-0.053155,-0.049471,-0.04644,-0.045,-0.055239,-0.043038
1.0792,-0.067892,-0.066742,-0.063853,-0.060471,-0.05702,-0.053164,-0.049474,-0.046436,-0.044982,-0.055261,-0.043028
1.0792,-0.067904,-0.066726,-0.063856,-0.060483,-0.057008,-0.053152,-0.049489,-0.04643,-0.04497,-0.055264,-0.043028
1.0793,-0.067922,-0.066714,-0.063862,-0.060474,-0.056992,-0.053152,-0.049532,-0.046403,-0.044949,-0.055285,-0.043016
1.0793,-0.067928,-0.066693,-0.063865,-0.060477,-0.056986,-0.053161,-0.049571,-0.046378,-0.044921,-0.055288,-0.042983
1.0794,-0.067928,-0.066696,-0.063871,-0.060474,-0.057008,-0.053167,-0.049583,-0.046375,-0.0449,-0.055288,-0.042986
1.0794,-0.067922,-0.066708,-0.063883,-0.060465,-0.057029,-0.053161,-0.049565,-0.04636,-0.044884,-0.055301,-0.042992
1.0795,-0.067913,-0.066723,-0.06388,-0.060452,-0.057026,-0.053149,-0.049529,-0.04636,-0.044888,-0.055297,-0.042973
1.0795,-0.067913,-0.066717,-0.06388,-0.060452,-0.057023,-0.053131,-0.049504,-0.046385,-0.044897,-0.055307,-0.042967
1.0796,-0.067922,-0.066726,-0.063871,-0.060458,-0.057029,-0.053134,-0.049489,-0.046433,-0.044881,-0.055328,-0.042952
1.0796,-0.067916,-0.066735,-0.063862,-0.060465,-0.05705,-0.05314,-0.049501,-0.046461,-0.044878,-0.055346,-0.042937
1.0796,-0.067922,-0.066745,-0.063877,-0.060465,-0.057072,-0.053128,-0.049504,-0.046464,-0.044872,-0.055349,-0.042915
1.0797,-0.067928,-0.066751,-0.063895,-0.060455,-0.057078,-0.053115,-0.049519,-0.046455,-0.044875,-0.055331,-0.042888
1.0798,-0.067934,-0.066745,-0.063904,-0.060458,-0.05705,-0.053091,-0.04951,-0.046424,-0.0449,-0.055331,-0.042867
1.0798,-0.067931,-0.066732,-0.063898,-0.060458,-0.057035,-0.053079,-0.049489,-0.046391,-0.044912,-0.055346,-0.042845
1.0798,-0.067922,-0.066708,-0.063895,-0.060443,-0.057038,-0.05307,-0.049474,-0.046375,-0.044903,-0.055362,-0.042851
1.0799,-0.067919,-0.066714,-0.063892,-0.060422,-0.057059,-0.053076,-0.049468,-0.046357,-0.044909,-0.055386,-0.042861
1.08,-0.067931,-0.066732,-0.063889,-0.06041,-0.057078,-0.053085,-0.049464,-0.046345,-0.044921,-0.055404,-0.042876
1.08,-0.067934,-0.066739,-0.063889,-0.060404,-0.057072,-0.053085,-0.049474,-0.046351,-0.04493,-0.055413,-0.042894
1.08,-0.067934,-0.066739,-0.063886,-0.060413,-0.057063,-0.053082,-0.049501,-0.046351,-0.044924,-0.055413,-0.042903
1.0801,-0.067922,-0.066726,-0.063871,-0.060413,-0.057066,-0.053073,-0.049535,-0.046375,-0.044933,-0.05542,-0.042906
1.0802,-0.067922,-0.066705,-0.063853,-0.06041,-0.057066,-0.053057,-0.049547,-0.046385,-0.044936,-0.055435,-0.042894
1.0802,-0.067922,-0.066708,-0.063843,-0.060394,-0.057063,-0.053048,-0.04955,-0.046397,-0.044964,-0.055444,-0.042885
1.0802,-0.067953,-0.066705,-0.063843,-0.060376,-0.057053,-0.053045,-0.049553,-0.046394,-0.044976,-0.055459,-0.042873
1.0803,-0.067956,-0.066705,-0.063849,-0.060388,-0.057056,-0.053042,-0.049538,-0.046409,-0.045004,-0.055471,-0.042873
1.0804,-0.067949,-0.066705,-0.063862,-0.060404,-0.057063,-0.053048,-0.049516,-0.046415,-0.045019,-0.055474,-0.042864
1.0804,-0.067949,-0.066717,-0.06388,-0.060422,-0.057059,-0.053057,-0.049498,-0.046421,-0.045034,-0.055468,-0.042845
1.0804,-0.067962,-0.066739,-0.063883,-0.060422,-0.057066,-0.05306,-0.049498,-0.046418,-0.045034,-0.055462,-0.042836
1.0805,-0.067977,-0.066751,-0.063883,-0.060416,-0.057087,-0.053054,-0.04951,-0.0464,-0.045019,-0.055459,-0.042836
1.0806,-0.06798,-0.066723,-0.063868,-0.060428,-0.057081,-0.053057,-0.049522,-0.046385,-0.045004,-0.055471,-0.042827
1.0806,-0.067965,-0.066687,-0.063871,-0.060431,-0.057081,-0.053079,-0.049532,-0.046375,-0.044985,-0.055484,-0.042803
1.0807,-0.067949,-0.066671,-0.063874,-0.060455,-0.057072,-0.053088,-0.049538,-0.046382,-0.044985,-0.055499,-0.042784
1.0807,-0.067949,-0.066677,-0.063877,-0.060474,-0.057072,-0.053088,-0.04955,-0.046369,-0.044982,-0.055496,-0.042784
1.0808,-0.067946,-0.06669,-0.063877,-0.060483,-0.057053,-0.053091,-0.049535,-0.046354,-0.044976,-0.055496,-0.042803
1.0808,-0.067937,-0.066684,-0.063877,-0.060477,-0.057044,-0.053097,-0.049522,-0.046342,-0.04497,-0.055484,-0.042815
1.0809,-0.067919,-0.066693,-0.063886,-0.060468,-0.057041,-0.053091,-0.049538,-0.046339,-0.044949,-0.055496,-0.042833
1.0809,-0.067907,-0.066702,-0.063883,-0.060468,-0.057038,-0.053085,-0.04955,-0.04632,-0.044936,-0.055511,-0.042836
1.081,-0.067907,-0.066729,-0.063889,-0.060468,-0.057047,-0.053076,-0.04955,-0.046302,-0.044912,-0.055523,-0.042833
1.081,-0.06791,-0.066742,-0.063901,-0.060477,-0.057038,-0.053076,-0.049547,-0.046302,-0.044891,-0.055545,-0.042824
1.0811,-0.067931,-0.066748,-0.063904,-0.060465,-0.057038,-0.053066,-0.04955,-0.046311,-0.044863,-0.055563,-0.04283
1.0811,-0.06794,-0.066742,-0.063914,-0.060465,-0.057041,-0.053073,-0.049568,-0.046305,-0.044866,-0.055597,-0.042851
1.0812,-0.067931,-0.066726,-0.063926,-0.060468,-0.057041,-0.053091,-0.049568,-0.046305,-0.044872,-0.05563,-0.042867
1.0812,-0.067943,-0.06669,-0.063938,-0.06048,-0.057035,-0.053091,-0.049541,-0.046293,-0.044869,-0.055658,-0.04287
1.0813,-0.067943,-0.066668,-0.063935,-0.060477,-0.057041,-0.053103,-0.049522,-0.046293,-0.044857,-0.055667,-0.042885
1.0813,-0.06794,-0.066665,-0.063938,-0.060458,-0.057035,-0.053112,-0.049507,-0.046278,-0.044848,-0.055667,-0.042891
1.0814,-0.06794,-0.066693,-0.063929,-0.060437,-0.057047,-0.053121,-0.049498,-0.046269,-0.04486,-0.055682,-0.042897
1.0814,-0.067937,-0.066714,-0.063926,-0.060407,-0.057047,-0.053134,-0.049501,-0.046266,-0.044872,-0.0557,-0.042891
1.0815,-0.067937,-0.066717,-0.063917,-0.060407,-0.057032,-0.053131,-0.049504,-0.046263,-0.044866,-0.055706,-0.042879
1.0815,-0.067919,-0.066699,-0.063904,-0.060413,-0.057023,-0.053131,-0.049516,-0.046247,-0.044851,-0.055713,-0.042891
1.0816,-0.067907,-0.066677,-0.063901,-0.060416,-0.057026,-0.053128,-0.049519,-0.04625,-0.044823,-0.055716,-0.042894
1.0816,-0.067913,-0.066668,-0.063892,-0.06044,-0.057029,-0.053137,-0.049522,-0.04625,-0.044826,-0.055731,-0.042894
1.0817,-0.067904,-0.066677,-0.063892,-0.060449,-0.057041,-0.053131,-0.049522,-0.046241,-0.044854,-0.055731,-0.042891
1.0817,-0.067885,-0.066699,-0.063889,-0.060468,-0.057053,-0.053118,-0.049532,-0.046217,-0.044888,-0.055731,-0.042888
1.0817,-0.067855,-0.066714,-0.063877,-0.060477,-0.057053,-0.053082,-0.049541,-0.046211,-0.044891,-0.055725,-0.042897
1.0818,-0.067812,-0.066717,-0.063862,-0.060474,-0.057056,-0.05307,-0.049544,-0.046223,-0.044878,-0.055728,-0.042891
1.0819,-0.0678,-0.066732,-0.063868,-0.060455,-0.05705,-0.053066,-0.049547,-0.046256,-0.044863,-0.055722,-0.042882
1.0819,-0.067794,-0.066742,-0.063889,-0.060446,-0.057047,-0.053057,-0.049547,-0.046275,-0.044848,-0.055703,-0.042864
1.0819,-0.067797,-0.06676,-0.063914,-0.060458,-0.057063,-0.05306,-0.049544,-0.046275,-0.044848,-0.055679,-0.042848
1.082,-0.067788,-0.066751,-0.063941,-0.060468,-0.057087,-0.053066,-0.049553,-0.046266,-0.044823,-0.055667,-0.042842
1.0821,-0.067766,-0.066742,-0.063953,-0.060483,-0.057084,-0.053082,-0.049562,-0.046266,-0.044826,-0.05567,-0.042842
1.0821,-0.067754,-0.066739,-0.063941,-0.06048,-0.057072,-0.053085,-0.049574,-0.046253,-0.044811,-0.05567,-0.042842
1.0821,-0.067742,-0.066729,-0.063926,-0.060477,-0.057056,-0.053091,-0.04958,-0.046241,-0.044796,-0.05567,-0.042848
1.0822,-0.067718,-0.066742,-0.06392,-0.060468,-0.057066,-0.053091,-0.04958,-0.046223,-0.04479,-0.055703,-0.042845
1.0823,-0.067693,-0.066769,-0.063914,-0.060462,-0.057078,-0.053103,-0.049559,-0.04622,-0.044796,-0.055734,-0.042842
1.0823,-0.067669,-0.066772,-0.063904,-0.060458,-0.057087,-0.053131,-0.049538,-0.046229,-0.044817,-0.055743,-0.042833
1.0823,-0.06765,-0.06676,-0.063892,-0.060434,-0.05709,-0.053128,-0.049532,-0.046241,-0.04483,-0.05574,-0.042833
1.0824,-0.067635,-0.066742,-0.063883,-0.060431,-0.057078,-0.05314,-0.049535,-0.046247,-0.044833,-0.055716,-0.04283
1.0825,-0.06762,-0.066723,-0.063892,-0.060449,-0.057081,-0.053149,-0.049541,-0.046229,-0.044826,-0.055697,-0.042851
1.0825,-0.067626,-0.066705,-0.063892,-0.060465,-0.057078,-0.053152,-0.049538,-0.046214,-0.044817,-0.055679,-0.042848
1.0826,-0.067635,-0.066711,-0.06388,-0.060471,-0.057084,-0.053121,-0.049541,-0.046208,-0.044811,-0.055685,-0.042833
1.0826,-0.067641,-0.066729,-0.063877,-0.060471,-0.057081,-0.053088,-0.049522,-0.046201,-0.044802,-0.055716,-0.042818
1.0827,-0.067641,-0.066742,-0.063883,-0.060465,-0.05709,-0.053057,-0.049504,-0.046186,-0.04479,-0.055734,-0.042809
1.0827,-0.067641,-0.066766,-0.063886,-0.060452,-0.057084,-0.05306,-0.049504,-0.04618,-0.044772,-0.055731,-0.042812
1.0828,-0.067647,-0.06679,-0.063883,-0.060443,-0.057078,-0.053063,-0.049516,-0.046198,-0.044759,-0.055746,-0.042809
1.0828,-0.067632,-0.06679,-0.063886,-0.060455,-0.057066,-0.053057,-0.049532,-0.046205,-0.044759,-0.055752,-0.042809
1.0829,-0.067614,-0.066772,-0.063877,-0.060455,-0.057072,-0.05306,-0.049522,-0.04622,-0.044738,-0.055758,-0.04279
1.0829,-0.067599,-0.066754,-0.063874,-0.060455,-0.057056,-0.053063,-0.049507,-0.046229,-0.044747,-0.055761,-0.042781
1.083,-0.067586,-0.066735,-0.063886,-0.060458,-0.05705,-0.053057,-0.049489,-0.046229,-0.044735,-0.055767,-0.042775
1.083,-0.06758,-0.066732,-0.063892,-0.060458,-0.05705,-0.053082,-0.049486,-0.046232,-0.044738,-0.055752,-0.042769
1.0831,-0.067574,-0.066742,-0.063917,-0.060465,-0.057053,-0.053109,-0.04951,-0.046235,-0.044753,-0.055734,-0.04279
1.0831,-0.067553,-0.066742,-0.063935,-0.060486,-0.057053,-0.05314,-0.049535,-0.046238,-0.044775,-0.055734,-0.042833
1.0832,-0.067537,-0.066742,-0.063938,-0.060501,-0.057053,-0.05314,-0.049544,-0.046223,-0.04479,-0.055752,-0.04287
1.0832,-0.067541,-0.066729,-0.063929,-0.060489,-0.057047,-0.05314,-0.049553,-0.046211,-0.044811,-0.055752,-0.042861
1.0833,-0.06755,-0.066742,-0.063932,-0.060486,-0.057053,-0.053128,-0.049553,-0.046208,-0.044808,-0.055764,-0.04283
1.0833,-0.067559,-0.066742,-0.063935,-0.06048,-0.057078,-0.053121,-0.049559,-0.046208,-0.044781,-0.055755,-0.042809
1.0834,-0.067568,-0.066742,-0.063941,-0.060465,-0.057069,-0.053109,-0.049547,-0.046195,-0.044775,-0.055752,-0.042784
1.0834,-0.06758,-0.066735,-0.063932,-0.060462,-0.057056,-0.053118,-0.049525,-0.046195,-0.044769,-0.055746,-0.042763
1.0835,-0.067562,-0.066742,-0.063907,-0.060468,-0.057044,-0.053152,-0.04951,-0.046201,-0.044787,-0.055731,-0.04276
1.0835,-0.067547,-0.06676,-0.063904,-0.060468,-0.057047,-0.053176,-0.049501,-0.046201,-0.044814,-0.055719,-0.042757
1.0836,-0.067519,-0.066769,-0.06391,-0.060471,-0.057047,-0.053185,-0.049513,-0.046201,-0.044839,-0.0557,-0.042748
1.0836,-0.067519,-0.06676,-0.06392,-0.060465,-0.057053,-0.053173,-0.049519,-0.046211,-0.044854,-0.055706,-0.042738
1.0837,-0.067519,-0.066763,-0.063926,-0.060462,-0.05705,-0.053158,-0.049529,-0.046198,-0.044863,-0.055713,-0.042742
1.0837,-0.067528,-0.066766,-0.063932,-0.060471,-0.057053,-0.053173,-0.04955,-0.046198,-0.044854,-0.055709,-0.042751
1.0838,-0.067534,-0.066778,-0.063923,-0.060489,-0.057044,-0.053182,-0.049559,-0.046195,-0.044836,-0.055685,-0.042751
1.0838,-0.067537,-0.066787,-0.063926,-0.060474,-0.057029,-0.053213,-0.04955,-0.04618,-0.044817,-0.05567,-0.042745
1.0838,-0.067519,-0.06679,-0.06392,-0.060465,-0.057035,-0.053228,-0.049513,-0.046174,-0.044808,-0.055664,-0.042723
1.0839,-0.067537,-0.06679,-0.063917,-0.060452,-0.057035,-0.053237,-0.049492,-0.046186,-0.044808,-0.055661,-0.042729
1.084,-0.067537,-0.066787,-0.06391,-0.060465,-0.057029,-0.053243,-0.049474,-0.046198,-0.04482,-0.05567,-0.042751
1.084,-0.06755,-0.066778,-0.06391,-0.060468,-0.057008,-0.05325,-0.049489,-0.046211,-0.04483,-0.055679,-0.042775
1.084,-0.067565,-0.066784,-0.063898,-0.060492,-0.05702,-0.053247,-0.049495,-0.04622,-0.044839,-0.055679,-0.042803
1.0841,-0.067574,-0.0668,-0.063889,-0.060504,-0.057023,-0.053256,-0.049495,-0.04622,-0.044857,-0.055679,-0.042803
1.0842,-0.067589,-0.066812,-0.063892,-0.060498,-0.057026,-0.053268,-0.049489,-0.046223,-0.044863,-0.05567,-0.04279
1.0842,-0.067583,-0.066818,-0.06391,-0.060468,-0.05702,-0.053283,-0.049489,-0.046223,-0.04486,-0.055661,-0.042784
1.0842,-0.067574,-0.066796,-0.063917,-0.060434,-0.057017,-0.053286,-0.049486,-0.046201,-0.044854,-0.055658,-0.042799
1.0843,-0.067577,-0.066787,-0.06391,-0.060416,-0.057029,-0.053274,-0.049483,-0.04618,-0.044851,-0.055655,-0.042793
1.0844,-0.067586,-0.066778,-0.063907,-0.060419,-0.057035,-0.053243,-0.049486,-0.046143,-0.04483,-0.055661,-0.042803
1.0844,-0.067602,-0.066778,-0.063895,-0.060443,-0.057041,-0.05321,-0.049477,-0.046131,-0.044817,-0.05567,-0.04283
1.0844,-0.067592,-0.066766,-0.063892,-0.060468,-0.057041,-0.053204,-0.049468,-0.046125,-0.044808,-0.05567,-0.042857
